Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
haircare,SKU68,21.24,71,64,1359.36,Female,52,17,14,10,Carrier B,8.14,Supplier 1,Bangalore,17,426,16,26.94,Pending,3.392,Road,Route A,392.35,Fall,1.188693400608714
skincare,SKU29,37.79,50,12,453.48,Non-binary,22,7,13,10,Carrier A,29.44,Supplier 3,Delhi,7,526,6,45.52,Pass,0.041,Road,Route B,227.23,Spring,0.9187536911072962
haircare,SKU44,34.7,171,136,4719.2,Female,162,18,27,6,Carrier A,42.22,Supplier 3,Mumbai,18,213,5,47.89,Pending,4.659,Road,Route C,185.26,Winter,1.370168385760113
skincare,SKU28,68.09,20,15,1021.35,Male,16,9,15,7,Carrier E,32.34,Supplier 1,Mumbai,9,556,20,26.28,Fail,4.742,Rail,Route C,143.53,Fall,1.1973536661122848
skincare,SKU72,36.3,60,60,2178.0,Female,28,24,34,6,Carrier D,11.64,Supplier 1,Bangalore,24,181,6,42.7,Pass,0.843,Rail,Route B,271.03,Spring,0.9440324897298551
skincare,SKU26,48.18,14,1,48.18,Non-binary,13,24,14,1,Carrier C,21.96,Supplier 2,Mumbai,24,502,10,11.43,Pass,0.354,Air,Route B,381.01,Summer,1.4838859044106003
haircare,SKU13,11.63,157,142,1651.46,Non-binary,151,11,47,10,Carrier B,6.34,Supplier 3,Mumbai,11,554,8,43.0,Pass,0.617,Road,Route B,207.52,Spring,0.9055126958090314
skincare,SKU88,39.8,141,30,1194.0,Unknown,18,7,34,4,Carrier D,46.0,Supplier 1,Mumbai,7,695,16,30.96,Fail,3.689,Rail,Route C,478.34,Winter,1.4921081987851423
skincare,SKU96,25.63,40,11,281.93,Female,38,29,20,10,Carrier B,16.65,Supplier 2,Bangalore,29,768,13,11.95,Pending,2.301,Road,Route A,418.38,Summer,1.3894112101027685
haircare,SKU50,48.83,153,44,2148.52,Male,83,30,49,7,Carrier B,17.05,Supplier 2,Mumbai,30,171,15,39.08,Fail,3.543,Road,Route B,398.05,Winter,1.2009451746973983
skincare,SKU7,70.35,102,40,2814.0,Female,44,17,28,1,Carrier C,60.54,Supplier 2,Bangalore,17,549,15,48.73,Fail,4.692,Air,Route B,281.01,Fall,1.094803100302515
haircare,SKU8,16.27,168,78,1269.06,Non-binary,45,23,46,4,Carrier C,11.03,Supplier 2,Delhi,23,846,7,46.08,Pending,2.116,Air,Route C,296.83,Summer,1.3725398701708693
haircare,SKU51,12.07,78,40,482.8,Non-binary,42,16,8,7,Carrier B,46.92,Supplier 2,Mumbai,16,515,9,20.48,Pass,0.655,Road,Route B,188.41,Winter,1.2841337477118935
haircare,SKU19,20.9,149,11,229.9,Unknown,108,8,34,2,Carrier C,58.01,Supplier 1,Delhi,8,644,13,45.45,Pending,2.426,Air,Route A,320.73,Summer,1.4530722289810891
haircare,SKU57,31.11,188,149,4635.39,Female,74,27,4,7,Carrier D,35.52,Supplier 3,Bangalore,27,645,10,13.21,Pending,3.503,Rail,Route B,307.79,Winter,1.2783985032080174
skincare,SKU49,74.04,63,28,2073.12,Unknown,14,30,40,1,Carrier C,45.74,Supplier 3,Bangalore,30,406,18,21.93,Fail,3.374,Air,Route B,377.21,Fall,1.1962172686516523
skincare,SKU9,90.56,130,43,3894.08,Unknown,57,9,40,5,Carrier A,12.88,Supplier 1,Bangalore,9,791,8,10.93,Fail,4.582,Road,Route A,399.25,Summer,1.3129351394025186
skincare,SKU2,34.12,196,174,5936.88,Non-binary,71,12,22,5,Carrier D,24.86,Supplier 1,Bangalore,12,948,8,45.52,Pending,4.003,Rail,Route A,372.39,Winter,1.2431637826623432
skincare,SKU0,35.41,169,57,2018.37,Male,155,29,12,5,Carrier C,15.82,Supplier 2,Mumbai,29,116,10,14.23,Fail,2.849,Air,Route C,151.06,Winter,1.3868140862860323
skincare,SKU8,55.97,64,46,2574.62,Unknown,32,15,47,8,Carrier B,21.45,Supplier 1,Bangalore,15,919,20,30.69,Fail,2.935,Road,Route B,316.1,Summer,1.355906449190427
haircare,SKU32,7.67,15,2,15.34,Unknown,14,30,11,4,Carrier E,12.01,Supplier 3,Mumbai,30,164,7,33.56,Pass,1.665,Rail,Route B,157.07,Spring,1.0762347878263254
haircare,SKU30,36.17,173,40,1446.8,Non-binary,74,26,34,8,Carrier A,8.29,Supplier 3,Bangalore,26,815,14,42.42,Pending,4.62,Road,Route A,275.49,Spring,1.0350689302273524
skincare,SKU97,53.09,169,46,2442.14,Female,168,22,16,9,Carrier A,26.93,Supplier 2,Mumbai,22,314,12,43.59,Pass,0.079,Road,Route A,165.91,Fall,0.9073955390434616
haircare,SKU5,24.24,22,9,218.16,Non-binary,13,17,18,5,Carrier A,39.7,Supplier 3,Delhi,17,529,14,41.92,Fail,4.344,Road,Route B,381.16,Spring,1.0776524160155838
skincare,SKU34,72.6,83,12,871.2,Male,21,9,3,2,Carrier C,32.33,Supplier 1,Mumbai,9,416,7,47.96,Pass,1.275,Air,Route B,220.45,Spring,0.8238336127186806
haircare,SKU26,24.5,60,39,955.5,Male,37,14,18,5,Carrier C,20.92,Supplier 3,Delhi,14,970,20,25.22,Pending,4.621,Air,Route C,421.68,Summer,1.5713783843008329
haircare,SKU25,26.3,97,29,762.7,Unknown,94,8,15,5,Carrier A,27.65,Supplier 2,Delhi,8,267,12,48.28,Pass,0.741,Road,Route B,382.22,Summer,1.4991993775347041
skincare,SKU91,82.21,132,31,2548.51,Female,79,18,45,3,Carrier C,11.66,Supplier 3,Mumbai,18,513,6,29.38,Pass,1.253,Air,Route C,257.05,Fall,1.0968734385124277
haircare,SKU18,17.74,109,5,88.7,Non-binary,102,9,11,9,Carrier A,45.11,Supplier 1,Bangalore,9,408,6,25.28,Pass,0.027,Road,Route C,274.93,Spring,0.9750603031719571
skincare,SKU65,76.0,111,20,1520.0,Male,67,9,8,1,Carrier C,95.57,Supplier 1,Mumbai,9,688,9,47.44,Fail,2.564,Air,Route B,420.53,Summer,1.4213793734531817
haircare,SKU5,22.11,195,135,2984.85,Female,39,19,33,2,Carrier C,75.68,Supplier 1,Bangalore,19,239,16,38.82,Pending,2.644,Air,Route B,405.25,Spring,0.8238139377937701
haircare,SKU43,43.04,75,1,43.04,Unknown,47,13,14,3,Carrier C,71.8,Supplier 1,Bangalore,13,286,9,35.2,Pass,1.774,Air,Route A,175.12,Fall,1.0049219191487753
haircare,SKU29,22.56,73,28,631.68,Non-binary,64,29,9,5,Carrier E,27.2,Supplier 2,Bangalore,29,372,8,44.03,Fail,2.986,Rail,Route A,348.22,Spring,0.9395966049580662
haircare,SKU45,45.95,150,148,6800.6,Male,24,19,44,5,Carrier E,6.69,Supplier 1,Delhi,19,282,19,18.03,Fail,2.165,Rail,Route A,358.08,Summer,1.5110107022553616
skincare,SKU94,29.93,97,78,2334.54,Unknown,25,23,3,6,Carrier D,37.75,Supplier 3,Mumbai,23,504,9,50.0,Fail,4.03,Rail,Route A,193.3,Winter,1.2684904318773647
skincare,SKU32,22.05,75,45,992.25,Unknown,68,24,19,7,Carrier A,39.23,Supplier 1,Delhi,24,774,11,15.75,Fail,3.1,Road,Route B,326.12,Spring,1.0122187023164997
haircare,SKU50,29.43,140,75,2207.25,Non-binary,27,20,27,5,Carrier A,20.4,Supplier 3,Delhi,20,755,11,48.73,Pass,1.164,Road,Route B,272.09,Spring,0.9939445538168574
skincare,SKU51,75.8,39,28,2122.4,Non-binary,39,29,10,9,Carrier B,23.14,Supplier 3,Delhi,29,355,11,18.95,Pass,1.259,Road,Route C,331.29,Summer,1.3842631823766727
skincare,SKU38,48.91,20,5,244.55,Male,13,7,11,6,Carrier E,16.72,Supplier 2,Bangalore,7,341,10,29.5,Pass,0.211,Rail,Route B,302.49,Summer,1.341882340996074
haircare,SKU18,12.9,183,64,825.6,Unknown,16,8,7,4,Carrier D,34.18,Supplier 2,Delhi,8,543,12,36.7,Pass,0.239,Rail,Route B,303.96,Fall,1.163884049006728
skincare,SKU41,63.45,108,7,444.15,Female,21,11,8,10,Carrier A,21.93,Supplier 2,Delhi,11,855,12,16.74,Fail,3.007,Road,Route C,235.01,Summer,1.5354231512696686
skincare,SKU12,69.2,198,58,4013.6,Female,129,7,4,9,Carrier B,29.54,Supplier 3,Delhi,7,397,12,25.85,Pending,3.478,Road,Route B,133.98,Summer,1.4906857274174523
skincare,SKU21,47.85,97,69,3301.65,Non-binary,55,9,2,8,Carrier A,45.14,Supplier 2,Mumbai,9,153,7,46.12,Fail,2.746,Road,Route A,208.68,Fall,0.9507054010084987
haircare,SKU48,44.98,40,23,1034.54,Unknown,26,12,3,7,Carrier D,16.9,Supplier 3,Bangalore,12,886,16,15.76,Pass,1.083,Rail,Route B,472.47,Summer,1.3437636396817723
haircare,SKU39,36.88,143,67,2470.96,Female,69,25,9,5,Carrier D,40.67,Supplier 2,Delhi,25,389,12,30.39,Fail,2.347,Rail,Route A,398.1,Winter,1.3516289675561008
haircare,SKU23,24.97,176,172,4294.84,Unknown,71,15,31,7,Carrier B,10.09,Supplier 2,Mumbai,15,866,18,28.65,Pass,1.564,Road,Route A,282.45,Fall,1.0640534372359138
skincare,SKU69,74.15,162,98,7266.7,Male,101,27,2,2,Carrier C,81.9,Supplier 1,Mumbai,27,830,15,39.16,Pending,3.651,Air,Route A,122.44,Winter,1.3590828011342877
haircare,SKU19,43.55,153,37,1611.35,Unknown,21,15,8,4,Carrier C,69.49,Supplier 2,Bangalore,15,899,14,46.94,Pending,2.657,Air,Route C,349.4,Summer,1.5225883620381846
skincare,SKU53,46.67,44,35,1633.45,Non-binary,13,11,22,4,Carrier C,41.28,Supplier 3,Bangalore,11,877,14,21.51,Fail,4.426,Air,Route A,477.61,Fall,0.9189973680819801
haircare,SKU52,6.74,55,37,249.38,Female,46,30,33,5,Carrier A,22.38,Supplier 3,Bangalore,30,110,5,24.3,Pending,4.668,Road,Route C,363.42,Spring,0.9064888239416373
skincare,SKU21,39.46,21,7,276.22,Female,15,27,20,8,Carrier A,46.35,Supplier 3,Delhi,27,725,18,44.22,Pending,3.414,Road,Route B,115.64,Spring,0.847054972566852
skincare,SKU10,77.92,113,46,3584.32,Male,97,24,7,4,Carrier C,66.14,Supplier 1,Bangalore,24,212,7,15.23,Fail,3.804,Air,Route C,264.0,Spring,1.0222547237082402
skincare,SKU62,56.6,36,36,2037.6,Unknown,31,14,21,5,Carrier C,81.36,Supplier 1,Delhi,14,951,17,37.4,Pass,0.132,Air,Route C,377.91,Summer,1.5862907726203421
haircare,SKU94,41.26,113,96,3960.96,Unknown,101,20,9,6,Carrier E,34.24,Supplier 1,Bangalore,20,139,5,26.76,Pending,3.226,Rail,Route C,383.39,Spring,0.9938411685775658
haircare,SKU99,9.52,92,54,514.08,Male,42,19,13,2,Carrier C,15.91,Supplier 3,Bangalore,19,574,10,14.52,Pass,1.172,Air,Route C,473.39,Fall,1.0155765089058513
skincare,SKU70,66.61,145,6,399.66,Unknown,21,10,34,3,Carrier C,88.95,Supplier 2,Delhi,10,443,14,31.37,Pending,2.176,Air,Route C,252.7,Spring,0.871631447365039
skincare,SKU84,47.3,131,107,5061.1,Non-binary,50,23,16,3,Carrier D,24.18,Supplier 2,Delhi,23,852,10,31.85,Pending,3.069,Rail,Route B,352.7,Summer,1.4337883813830699
haircare,SKU9,29.26,97,45,1316.7,Non-binary,60,10,20,5,Carrier D,36.78,Supplier 1,Mumbai,10,300,14,32.6,Fail,4.2,Rail,Route C,499.37,Spring,1.0893789688993076
haircare,SKU98,44.1,192,67,2954.7,Male,57,27,7,1,Carrier C,44.81,Supplier 3,Delhi,27,708,18,47.92,Fail,3.097,Air,Route B,423.89,Winter,1.3735989539400517
skincare,SKU42,73.81,43,36,2657.16,Unknown,23,14,7,5,Carrier E,16.04,Supplier 1,Mumbai,14,798,9,18.05,Pending,3.109,Rail,Route C,480.11,Fall,0.9104371327791446
haircare,SKU9,47.48,36,8,379.84,Unknown,23,23,4,4,Carrier D,8.92,Supplier 3,Bangalore,23,310,11,20.71,Pass,0.766,Rail,Route A,465.52,Spring,1.069446639983966
skincare,SKU5,64.08,73,47,3011.76,Male,59,19,31,7,Carrier D,12.25,Supplier 2,Mumbai,19,228,18,45.05,Pass,1.049,Rail,Route A,398.41,Summer,1.5239624227664832
skincare,SKU17,93.64,53,32,2996.48,Male,38,17,44,10,Carrier B,36.5,Supplier 2,Bangalore,17,948,11,48.33,Pending,2.711,Road,Route C,138.1,Winter,1.4425846025909181
haircare,SKU17,32.52,74,7,227.64,Unknown,32,13,20,4,Carrier E,38.79,Supplier 3,Delhi,13,562,6,45.46,Pass,0.903,Rail,Route B,129.32,Spring,1.063454785333521
haircare,SKU69,11.14,153,146,1626.44,Unknown,36,18,46,6,Carrier E,15.33,Supplier 2,Bangalore,18,750,9,37.09,Fail,4.473,Rail,Route C,107.6,Spring,1.019476162288624
haircare,SKU61,33.25,83,23,764.75,Female,19,25,50,4,Carrier C,97.17,Supplier 1,Bangalore,25,296,18,12.54,Fail,2.962,Air,Route A,158.99,Spring,1.0878021862422942
haircare,SKU57,32.19,131,35,1126.65,Male,44,12,47,4,Carrier E,24.26,Supplier 2,Delhi,12,422,13,48.27,Fail,4.124,Rail,Route A,144.34,Winter,1.2324715123925716
haircare,SKU5,20.69,15,9,186.21,Male,11,13,10,8,Carrier A,41.03,Supplier 3,Bangalore,13,829,5,35.66,Fail,3.736,Road,Route A,416.28,Fall,0.9400651684672416
haircare,SKU99,40.38,198,61,2463.18,Female,74,29,3,2,Carrier C,27.74,Supplier 1,Bangalore,29,974,13,28.34,Fail,3.96,Air,Route B,351.48,Winter,1.2252272683979752
skincare,SKU42,84.92,10,8,679.36,Female,10,18,8,10,Carrier B,24.69,Supplier 3,Bangalore,18,305,15,46.85,Pass,0.391,Road,Route A,419.82,Spring,0.8003588460956023
haircare,SKU26,38.9,151,36,1400.4,Female,39,27,7,5,Carrier D,31.69,Supplier 1,Mumbai,27,942,14,42.35,Pending,3.822,Rail,Route B,217.82,Winter,1.206726919714026
skincare,SKU95,32.92,78,39,1283.88,Unknown,72,7,17,3,Carrier E,23.73,Supplier 2,Delhi,7,596,18,12.43,Fail,3.609,Rail,Route A,452.75,Fall,0.9852634075110317
haircare,SKU64,10.38,72,5,51.9,Female,32,23,3,5,Carrier E,29.84,Supplier 1,Mumbai,23,341,8,35.78,Pass,1.751,Rail,Route B,498.42,Winter,1.4192850256692038
skincare,SKU48,27.63,93,65,1795.95,Female,37,13,7,7,Carrier E,43.15,Supplier 1,Delhi,13,865,6,34.82,Pending,3.103,Rail,Route C,132.56,Winter,1.4104115672492528
haircare,SKU68,5.61,157,52,291.72,Unknown,51,23,29,10,Carrier B,33.68,Supplier 2,Mumbai,23,844,9,17.44,Fail,3.648,Road,Route B,128.15,Fall,1.0297231056988867
haircare,SKU43,14.26,162,63,898.38,Unknown,123,11,13,3,Carrier C,45.27,Supplier 2,Delhi,11,487,8,21.03,Pass,0.564,Air,Route B,224.6,Fall,1.1634288248565396
skincare,SKU84,71.89,48,27,1941.03,Unknown,21,21,19,5,Carrier C,85.88,Supplier 3,Delhi,21,235,19,39.87,Fail,4.957,Air,Route B,346.38,Fall,1.0169912976120792
haircare,SKU88,44.62,189,144,6425.28,Unknown,31,27,4,5,Carrier A,20.14,Supplier 1,Delhi,27,528,8,16.39,Pending,2.676,Road,Route A,230.18,Fall,1.0909837828140818
skincare,SKU79,82.69,17,15,1240.35,Female,11,9,6,10,Carrier B,29.99,Supplier 3,Delhi,9,868,5,38.28,Fail,3.546,Road,Route B,307.31,Spring,0.975659977865899
skincare,SKU6,29.8,56,8,238.4,Unknown,49,13,8,3,Carrier D,38.77,Supplier 1,Mumbai,13,766,20,35.17,Fail,2.662,Rail,Route C,157.08,Spring,0.9284073992415145
haircare,SKU41,48.74,22,18,877.32,Male,22,15,18,5,Carrier C,61.52,Supplier 3,Bangalore,15,374,14,38.42,Pending,4.367,Air,Route B,494.87,Winter,1.3116641915319511
skincare,SKU69,29.02,157,56,1625.12,Female,47,30,24,7,Carrier B,35.41,Supplier 1,Mumbai,30,954,18,24.11,Pending,4.41,Road,Route A,280.33,Fall,1.0508278330978864
haircare,SKU43,8.33,155,6,49.98,Female,94,14,27,7,Carrier E,48.13,Supplier 3,Delhi,14,408,11,26.35,Pending,3.657,Rail,Route C,295.93,Spring,0.9684051054741634
haircare,SKU2,33.88,132,83,2812.04,Non-binary,111,18,1,5,Carrier A,21.08,Supplier 2,Mumbai,18,371,16,43.58,Pass,0.286,Road,Route B,471.82,Winter,1.3000022016719872
haircare,SKU44,22.0,65,49,1078.0,Non-binary,27,26,21,3,Carrier D,23.32,Supplier 2,Bangalore,26,915,18,19.26,Fail,4.137,Rail,Route A,328.04,Fall,1.1708886622494235
haircare,SKU19,46.41,98,59,2738.19,Unknown,66,19,34,1,Carrier C,43.8,Supplier 1,Delhi,19,910,13,40.34,Fail,3.476,Air,Route B,131.28,Summer,1.3362852286397635
skincare,SKU42,36.05,39,3,108.15,Female,24,24,35,3,Carrier E,49.03,Supplier 3,Bangalore,24,970,8,48.93,Pending,3.147,Rail,Route A,223.24,Summer,1.396795373569824
skincare,SKU42,66.0,14,11,726.0,Unknown,14,19,14,5,Carrier E,16.55,Supplier 3,Delhi,19,925,13,24.0,Pass,0.483,Rail,Route A,433.83,Spring,1.0354584934492033
haircare,SKU39,32.67,171,44,1437.48,Female,39,27,33,4,Carrier C,96.25,Supplier 1,Delhi,27,514,19,31.13,Pass,0.038,Air,Route B,208.35,Winter,1.345690839669648
haircare,SKU19,32.1,47,7,224.7,Female,13,28,32,7,Carrier A,26.3,Supplier 2,Mumbai,28,252,9,18.2,Pending,4.079,Road,Route C,349.38,Fall,1.1735840014307073
haircare,SKU38,33.21,23,14,464.94,Unknown,22,11,5,4,Carrier E,10.46,Supplier 3,Mumbai,11,152,18,36.11,Pass,1.203,Rail,Route A,441.8,Winter,1.2727805659388762
haircare,SKU59,48.48,193,61,2957.28,Unknown,150,26,18,5,Carrier B,14.56,Supplier 1,Delhi,26,557,7,38.15,Pending,2.945,Road,Route B,436.97,Fall,1.0160534679501612
haircare,SKU24,46.32,59,12,555.84,Female,51,25,37,6,Carrier E,38.21,Supplier 2,Mumbai,25,283,17,27.46,Pending,3.958,Rail,Route A,389.23,Summer,1.4859634334113516
haircare,SKU91,38.72,135,19,735.68,Unknown,114,26,18,9,Carrier B,24.63,Supplier 1,Bangalore,26,117,7,30.15,Pending,3.032,Road,Route A,490.61,Summer,1.510984175668443
skincare,SKU55,66.81,23,4,267.24,Female,22,11,18,1,Carrier C,96.36,Supplier 3,Bangalore,11,813,10,29.06,Pending,3.927,Air,Route A,249.49,Winter,1.3705374475555836
skincare,SKU1,88.7,133,116,10289.2,Unknown,76,26,40,6,Carrier D,17.24,Supplier 3,Mumbai,26,575,5,33.44,Fail,2.392,Rail,Route A,183.12,Summer,1.4956777089939206
skincare,SKU71,69.98,10,7,489.86,Non-binary,10,26,5,6,Carrier B,27.82,Supplier 2,Mumbai,26,318,17,49.08,Pending,3.094,Road,Route A,357.39,Winter,1.249190965227876
skincare,SKU78,70.71,85,9,636.39,Female,44,28,41,7,Carrier E,46.03,Supplier 3,Delhi,28,106,14,13.87,Pass,0.515,Rail,Route B,371.34,Summer,1.518050095143443
skincare,SKU31,40.55,35,6,243.3,Unknown,11,11,34,6,Carrier D,7.43,Supplier 1,Bangalore,11,994,17,36.72,Fail,2.069,Rail,Route B,423.64,Spring,0.9681693134821946
haircare,SKU2,37.72,110,18,678.96,Female,86,27,14,7,Carrier E,49.6,Supplier 1,Bangalore,27,728,9,17.78,Pending,3.281,Rail,Route A,274.86,Spring,1.063875980848077
skincare,SKU15,91.33,87,71,6484.43,Non-binary,38,17,50,3,Carrier D,26.97,Supplier 3,Delhi,17,335,14,10.1,Pending,2.739,Rail,Route B,276.95,Fall,0.9256871972399797
haircare,SKU24,42.46,100,54,2292.84,Male,51,23,8,10,Carrier B,33.94,Supplier 1,Bangalore,23,690,17,30.6,Pass,0.149,Road,Route B,160.46,Fall,1.1736714912144008
haircare,SKU5,36.03,126,29,1044.87,Unknown,78,7,44,4,Carrier C,65.04,Supplier 3,Delhi,7,546,11,25.55,Pending,3.223,Air,Route A,382.44,Summer,1.5019782309419594
skincare,SKU58,38.49,163,144,5542.56,Non-binary,135,20,41,5,Carrier C,18.04,Supplier 3,Bangalore,20,428,12,16.72,Fail,3.544,Air,Route A,148.73,Spring,0.9707822223185532
skincare,SKU97,69.69,17,11,766.59,Unknown,13,19,4,9,Carrier B,20.05,Supplier 1,Delhi,19,877,17,39.36,Fail,3.82,Road,Route C,187.96,Spring,0.8513381190674401
skincare,SKU3,23.34,178,150,3501.0,Non-binary,128,27,13,5,Carrier C,11.58,Supplier 1,Bangalore,27,389,6,21.5,Fail,4.382,Air,Route A,463.19,Summer,1.3661813401631062
haircare,SKU30,31.01,147,129,4000.29,Male,100,28,31,8,Carrier B,19.23,Supplier 1,Mumbai,28,948,6,31.37,Pending,4.574,Road,Route B,158.58,Fall,0.9129699903051288
skincare,SKU54,76.86,130,65,4995.9,Male,93,19,24,5,Carrier D,37.68,Supplier 3,Bangalore,19,671,5,27.29,Pending,3.754,Rail,Route A,251.28,Summer,1.5408570313257899
skincare,SKU95,59.4,31,22,1306.8,Female,23,15,16,2,Carrier C,12.3,Supplier 2,Mumbai,15,665,20,21.16,Pass,0.043,Air,Route A,338.38,Fall,1.0523714445812147
skincare,SKU35,77.18,82,65,5016.7,Male,22,11,6,5,Carrier E,34.63,Supplier 1,Bangalore,11,707,12,10.23,Fail,4.648,Rail,Route C,427.02,Winter,1.2966821252213143
skincare,SKU52,44.1,55,21,926.1,Female,47,18,48,3,Carrier E,7.27,Supplier 3,Delhi,18,114,9,21.79,Pass,1.38,Rail,Route C,266.71,Spring,1.0564966187263274
haircare,SKU71,16.91,167,9,152.19,Male,120,19,29,4,Carrier C,46.56,Supplier 1,Mumbai,19,119,17,49.27,Pass,1.234,Air,Route A,423.48,Spring,0.8669581305006441
haircare,SKU52,10.73,59,48,515.04,Male,59,19,37,5,Carrier B,38.97,Supplier 3,Bangalore,19,667,10,38.02,Pending,3.977,Road,Route B,297.27,Spring,0.8614489173106591
skincare,SKU95,61.05,150,57,3479.85,Unknown,27,23,15,3,Carrier C,78.88,Supplier 1,Delhi,23,995,15,27.0,Pending,3.681,Air,Route B,275.04,Fall,1.1902932149354142
skincare,SKU79,48.26,15,4,193.04,Female,14,28,8,10,Carrier B,32.28,Supplier 3,Delhi,28,890,12,41.39,Pass,1.049,Road,Route B,399.57,Winter,1.375275810055024
skincare,SKU38,62.24,35,29,1804.96,Male,30,30,5,6,Carrier E,9.81,Supplier 2,Delhi,30,887,13,40.99,Fail,4.082,Rail,Route C,309.22,Summer,1.5401534854450627
haircare,SKU82,33.51,118,108,3619.08,Male,89,18,26,8,Carrier B,8.79,Supplier 2,Mumbai,18,724,5,48.74,Pending,4.086,Road,Route C,333.99,Spring,0.8422082058212017
haircare,SKU76,37.46,156,46,1723.16,Unknown,125,10,13,2,Carrier C,14.93,Supplier 3,Bangalore,10,918,20,39.49,Pass,1.173,Air,Route C,164.87,Spring,1.0966137845849782
haircare,SKU55,11.73,56,45,527.85,Unknown,52,16,5,8,Carrier B,27.83,Supplier 1,Delhi,16,788,15,13.54,Pass,0.828,Road,Route C,323.13,Winter,1.4194170902550767
skincare,SKU30,98.42,190,96,9448.32,Non-binary,41,9,12,6,Carrier E,23.85,Supplier 1,Delhi,9,355,20,40.48,Pass,1.941,Rail,Route B,340.1,Summer,1.4802517731254974
skincare,SKU92,61.88,175,159,9838.92,Non-binary,51,30,3,6,Carrier E,45.94,Supplier 2,Mumbai,30,736,18,26.0,Pass,0.664,Rail,Route A,295.07,Spring,1.0684942388709184
haircare,SKU96,10.89,171,16,174.24,Female,82,15,27,5,Carrier A,7.61,Supplier 3,Mumbai,15,536,14,35.52,Pending,2.939,Road,Route C,336.51,Spring,0.8094517863034091
skincare,SKU30,64.57,146,125,8071.25,Male,109,12,2,7,Carrier E,30.01,Supplier 3,Delhi,12,536,10,31.99,Pending,2.403,Rail,Route B,130.0,Summer,1.4366521871249085
haircare,SKU6,37.59,77,46,1729.14,Male,29,11,40,5,Carrier C,40.41,Supplier 1,Mumbai,11,729,8,27.77,Pending,4.483,Air,Route A,409.22,Spring,0.9765771683505269
haircare,SKU30,11.11,21,6,66.66,Male,12,14,3,4,Carrier C,52.93,Supplier 2,Bangalore,14,841,13,28.9,Pending,2.18,Air,Route B,225.93,Fall,1.0909532318573292
haircare,SKU72,20.14,72,29,584.06,Non-binary,64,29,47,7,Carrier E,14.29,Supplier 2,Delhi,29,594,10,36.06,Pass,0.396,Rail,Route A,288.72,Fall,1.008254585682994
haircare,SKU28,7.75,73,43,333.25,Unknown,20,7,28,5,Carrier A,40.03,Supplier 2,Bangalore,7,929,12,21.85,Fail,2.47,Road,Route A,373.89,Fall,0.9249497236998703
skincare,SKU74,50.11,135,50,2505.5,Unknown,82,24,27,3,Carrier C,59.52,Supplier 2,Mumbai,24,663,17,48.15,Fail,2.385,Air,Route B,223.47,Summer,1.3358808972145968
skincare,SKU32,91.44,106,24,2194.56,Male,62,11,24,6,Carrier A,13.13,Supplier 1,Bangalore,11,493,19,30.98,Pending,4.284,Road,Route B,465.25,Spring,0.8432441137469486
skincare,SKU5,44.67,110,67,2992.89,Non-binary,30,22,38,3,Carrier E,9.5,Supplier 2,Bangalore,22,854,6,48.19,Fail,4.17,Rail,Route C,176.48,Spring,1.0646633899726807
haircare,SKU12,36.68,40,13,476.84,Unknown,15,22,6,3,Carrier C,11.6,Supplier 1,Delhi,22,203,10,10.15,Pass,0.094,Air,Route C,309.23,Summer,1.3772668191013127
skincare,SKU78,36.35,87,55,1999.25,Female,58,11,29,7,Carrier D,36.32,Supplier 2,Delhi,11,303,18,21.63,Fail,4.28,Rail,Route B,314.58,Fall,1.1247855278924344
haircare,SKU5,45.57,138,73,3326.61,Male,10,9,48,2,Carrier C,97.36,Supplier 2,Mumbai,9,261,14,38.19,Pass,1.637,Air,Route C,138.29,Fall,1.1500850093047894
skincare,SKU60,29.76,93,10,297.6,Unknown,66,25,18,5,Carrier A,23.4,Supplier 3,Mumbai,25,142,6,28.41,Pass,1.971,Road,Route A,132.85,Spring,1.0415271815744096
skincare,SKU97,21.97,21,13,285.61,Female,17,18,9,3,Carrier D,21.79,Supplier 2,Bangalore,18,271,10,20.11,Fail,2.339,Rail,Route C,310.31,Spring,1.0107276522836253
skincare,SKU35,34.73,66,60,2083.8,Female,24,15,46,1,Carrier C,74.95,Supplier 2,Bangalore,15,691,8,24.69,Pending,3.344,Air,Route C,337.94,Spring,1.0533091767487872
skincare,SKU10,22.61,144,52,1175.72,Male,65,22,34,3,Carrier D,21.0,Supplier 3,Mumbai,22,584,17,33.39,Pass,0.248,Rail,Route B,149.06,Winter,1.2191069845578573
skincare,SKU70,36.72,110,24,881.28,Unknown,75,14,48,4,Carrier C,77.42,Supplier 3,Bangalore,14,701,7,40.65,Pending,3.177,Air,Route B,300.79,Winter,1.4150355848149498
skincare,SKU78,93.89,117,89,8356.21,Unknown,79,15,24,4,Carrier C,26.16,Supplier 1,Mumbai,15,557,19,40.45,Pending,4.644,Air,Route B,436.51,Fall,1.0077975403603547
haircare,SKU15,19.14,119,96,1837.44,Female,53,15,28,4,Carrier D,47.0,Supplier 2,Delhi,15,658,11,12.84,Fail,4.858,Rail,Route A,263.93,Spring,0.8304955829166196
