Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
haircare,SKU66,22.05,68,68.0,7.3134870182077325,Non-binary,4.04305126783455,30,25,3,Carrier C,35.2,Supplier 1,Bangalore,571,5,34.33,Pass,0.791,Air,Route B,314.76,Winter,1.337198589565916
skincare,SKU28,39.39,192,76.0,8.00457930299102,Female,4.0943445622221,26,48,5,Carrier A,43.61,Supplier 3,Bangalore,632,15,45.64,Pending,4.73,Road,Route C,277.51,Spring,1.0462077066895494
haircare,SKU76,32.67,57,27.0,6.783427120664747,Non-binary,3.4339872044851463,30,48,5,Carrier B,45.7,Supplier 3,Bangalore,231,14,14.02,Pending,4.323,Road,Route A,166.5,Fall,1.1702359607144617
haircare,SKU31,6.21,198,181.0,7.025547203487903,Female,3.8066624897703196,21,32,5,Carrier C,15.73,Supplier 1,Delhi,652,19,38.67,Fail,3.406,Air,Route B,328.78,Spring,0.8071420126740295
haircare,SKU49,21.39,105,88.0,7.5407914558012985,Female,4.574710978503383,12,14,5,Carrier D,44.13,Supplier 3,Bangalore,535,16,32.1,Pending,2.231,Rail,Route B,329.35,Fall,1.1004685145385975
skincare,SKU43,74.62,20,5.0,5.924523141354101,Non-binary,2.995732273553991,12,20,9,Carrier A,26.84,Supplier 2,Delhi,878,9,46.2,Pass,1.858,Road,Route C,441.53,Summer,1.4451107004718935
skincare,SKU91,29.08,102,92.0,7.892212941347867,Unknown,3.871201010907891,20,49,6,Carrier E,7.35,Supplier 3,Mumbai,889,18,48.92,Pass,1.04,Rail,Route C,103.98,Spring,0.8750260996974436
haircare,SKU40,45.02,78,45.0,7.614262811243919,Non-binary,3.044522437723423,12,29,5,Carrier D,22.56,Supplier 1,Mumbai,104,7,16.21,Pending,4.056,Rail,Route C,270.54,Spring,0.8265002371311158
skincare,SKU13,53.68,10,10.0,6.287486743834764,Unknown,2.3978952727983707,29,8,6,Carrier B,27.08,Supplier 2,Mumbai,784,8,19.51,Pending,3.646,Road,Route A,308.27,Fall,1.191357561224108
haircare,SKU59,40.14,105,39.0,7.356573575434888,Unknown,3.2188758248682006,15,49,6,Carrier B,12.93,Supplier 3,Mumbai,799,16,24.9,Pending,2.501,Road,Route C,478.15,Winter,1.3098873396120396
haircare,SKU62,36.12,25,8.0,5.669742982432677,Female,2.833213344056216,29,24,4,Carrier E,17.01,Supplier 3,Delhi,273,18,22.8,Fail,4.59,Rail,Route C,382.52,Fall,1.1252429851971146
skincare,SKU19,38.4,184,73.0,7.938873572287031,Male,4.718498871295094,30,33,2,Carrier C,72.6,Supplier 1,Delhi,881,13,16.17,Fail,2.856,Air,Route A,401.99,Summer,1.4520343117151795
haircare,SKU4,13.36,30,1.0,2.664446563620078,Female,3.1354942159291497,20,7,2,Carrier C,57.56,Supplier 2,Bangalore,428,6,19.22,Pending,4.247,Air,Route C,416.57,Winter,1.4281940464020506
skincare,SKU38,91.02,40,24.0,7.68959076303752,Male,3.4965075614664802,28,29,1,Carrier C,45.08,Supplier 3,Mumbai,955,10,26.55,Pending,2.327,Air,Route B,349.15,Summer,1.571155861109016
haircare,SKU21,19.74,176,44.0,6.767987336588979,Female,2.8903717578961645,15,48,4,Carrier D,19.68,Supplier 1,Bangalore,859,14,31.01,Pending,3.223,Rail,Route C,106.81,Fall,1.0202145609151925
skincare,SKU73,74.06,200,186.24512032860818,9.217922868034115,Non-binary,5.197509960440374,29,36,3,Carrier E,44.18,Supplier 3,Bangalore,868,5,32.69,Pending,3.675,Rail,Route B,178.91,Winter,1.231569450498286
skincare,SKU13,55.15,32,2.0,4.712229258281499,Unknown,3.332204510175204,17,29,3,Carrier C,50.08,Supplier 1,Delhi,651,10,32.74,Pending,3.141,Air,Route A,448.64,Summer,1.3839523754008882
haircare,SKU21,22.83,128,22.0,6.221106935162021,Male,4.795790545596741,29,48,10,Carrier B,31.99,Supplier 3,Delhi,616,14,30.55,Pending,4.797,Road,Route C,161.52,Fall,1.1906089312287231
haircare,SKU26,35.55,11,3.0,4.678885223810372,Unknown,2.4849066497880004,7,9,7,Carrier D,41.87,Supplier 1,Mumbai,746,5,44.92,Pending,3.221,Rail,Route A,118.52,Winter,1.400965445700939
haircare,SKU73,16.01,155,64.0,6.933072086965927,Non-binary,2.9444389791664403,25,18,5,Carrier E,31.39,Supplier 1,Delhi,698,6,46.42,Pending,4.378,Rail,Route B,296.84,Spring,1.0246033593756412
skincare,SKU86,73.32,174,36.0,7.878731146441348,Unknown,4.955827057601261,8,14,1,Carrier C,49.41,Supplier 3,Mumbai,484,10,19.7,Pending,2.808,Air,Route A,355.27,Spring,0.9200496066792424
skincare,SKU72,32.51,132,101.0,8.096972756931333,Unknown,4.23410650459726,10,49,7,Carrier D,26.28,Supplier 2,Bangalore,363,7,49.85,Pending,3.672,Rail,Route C,429.83,Summer,1.4025432160221103
skincare,SKU60,82.53,115,16.0,7.186507599612755,Non-binary,3.258096538021482,19,34,1,Carrier C,55.63,Supplier 1,Mumbai,986,9,38.88,Pending,4.887,Air,Route A,328.09,Winter,1.473811429869513
haircare,SKU39,35.28,63,60.0,7.658133092996354,Unknown,3.295836866004329,30,29,4,Carrier C,49.7,Supplier 1,Mumbai,799,17,36.99,Fail,3.433,Air,Route A,340.01,Fall,1.133610345217129
skincare,SKU64,72.12,23,22.0,7.370003915854806,Unknown,3.1354942159291497,30,16,5,Carrier E,22.96,Supplier 1,Delhi,555,13,36.72,Pending,4.391,Rail,Route C,194.13,Fall,0.942213733299071
skincare,SKU14,91.82,189,112.0,9.217922868034115,Male,3.9512437185814275,12,46,10,Carrier B,40.88,Supplier 3,Bangalore,424,20,49.48,Fail,3.777,Road,Route C,430.31,Fall,0.9774271711349828
skincare,SKU1,82.74,142,42.0,8.153660501080166,Female,4.584967478670572,9,29,5,Carrier E,8.69,Supplier 3,Bangalore,970,15,14.18,Pending,2.907,Rail,Route A,264.72,Summer,1.4262905610540058
haircare,SKU22,31.91,175,144.0,8.432950342150965,Non-binary,5.099866427824199,10,35,2,Carrier C,97.18,Supplier 1,Mumbai,826,17,49.66,Pending,4.786,Air,Route B,358.53,Summer,1.3236468029086372
haircare,SKU3,15.18,118,54.0,6.710182003779457,Male,3.784189633918261,22,3,10,Carrier B,23.77,Supplier 2,Bangalore,428,19,27.09,Pass,0.054,Road,Route C,115.54,Summer,1.579264504729951
skincare,SKU39,29.81,26,7.0,5.345534866157148,Non-binary,2.8903717578961645,10,1,3,Carrier D,29.49,Supplier 1,Mumbai,334,14,26.94,Pending,4.518,Rail,Route A,374.02,Winter,1.4356120673917976
haircare,SKU32,42.76,142,88.0,8.233205619219378,Unknown,2.995732273553991,29,38,6,Carrier B,22.82,Supplier 2,Mumbai,893,19,40.89,Pass,1.703,Road,Route B,286.71,Spring,0.9762646059119102
skincare,SKU32,48.87,146,100.0,8.494538500851432,Male,4.9344739331306915,29,17,3,Carrier C,26.54,Supplier 3,Mumbai,550,16,16.14,Pass,1.912,Air,Route C,385.62,Spring,0.9837321252766388
skincare,SKU47,83.62,157,145.0,9.217922868034115,Female,4.564348191467836,30,36,6,Carrier A,39.79,Supplier 1,Delhi,429,7,46.67,Pass,1.893,Road,Route A,267.54,Summer,1.4854682545444016
skincare,SKU81,85.08,174,84.0,8.874548703715778,Unknown,3.258096538021482,12,22,2,Carrier C,50.55,Supplier 2,Delhi,846,18,26.29,Fail,4.303,Air,Route B,448.39,Winter,1.2471164535693844
haircare,SKU92,30.36,148,57.0,7.45675491445437,Male,3.1780538303479458,10,43,2,Carrier C,86.29,Supplier 3,Mumbai,688,15,37.28,Pass,0.75,Air,Route C,245.15,Summer,1.3498678950619027
haircare,SKU16,38.89,122,108.0,8.34310643538889,Non-binary,4.0943445622221,25,30,3,Carrier C,77.43,Supplier 2,Bangalore,891,7,47.8,Pending,4.924,Air,Route A,419.98,Fall,1.1362200317500442
skincare,SKU8,93.57,183,28.0,7.871295941856321,Non-binary,3.4011973816621555,30,50,4,Carrier D,37.73,Supplier 1,Bangalore,565,18,34.55,Fail,4.517,Rail,Route A,307.02,Spring,0.9111129424368768
skincare,SKU75,59.16,110,108.0,8.762533364877934,Male,2.6390573296152584,9,35,9,Carrier A,43.47,Supplier 1,Bangalore,869,12,36.1,Pending,4.032,Road,Route A,152.35,Winter,1.4140356896907853
skincare,SKU21,56.73,94,74.0,8.342606443711668,Female,3.9318256327243257,27,39,7,Carrier D,47.08,Supplier 2,Mumbai,643,16,34.85,Fail,3.757,Rail,Route A,235.33,Spring,0.9925485822916644
haircare,SKU94,23.69,184,102.0,7.790439588039598,Male,4.867534450455582,12,25,6,Carrier E,46.78,Supplier 1,Delhi,271,6,37.61,Pending,2.175,Rail,Route A,171.98,Fall,1.1334989220380822
skincare,SKU79,49.86,46,11.0,6.308935977745515,Female,3.332204510175204,8,16,3,Carrier C,97.35,Supplier 2,Bangalore,190,7,44.24,Pending,4.416,Air,Route B,273.72,Spring,0.856474131590379
haircare,SKU65,35.66,184,15.0,6.283947576500805,Male,2.995732273553991,18,22,5,Carrier C,24.38,Supplier 3,Mumbai,587,6,25.15,Pass,1.059,Air,Route A,222.18,Spring,0.8721090436531457
skincare,SKU68,88.65,161,73.0,8.77530998660551,Male,4.430816798843313,8,42,7,Carrier E,43.2,Supplier 1,Bangalore,995,8,22.59,Pass,0.802,Rail,Route C,326.99,Fall,1.03291638492068
haircare,SKU10,44.01,196,103.0,8.419366447719602,Female,4.663439094112067,27,1,1,Carrier C,92.0,Supplier 3,Mumbai,705,14,41.06,Pass,0.463,Air,Route A,491.94,Fall,0.918445667582587
skincare,SKU45,37.99,195,148.0,8.634713081341708,Non-binary,4.564348191467836,13,17,1,Carrier C,29.47,Supplier 3,Delhi,1000,6,25.58,Pass,0.779,Air,Route A,330.4,Spring,0.9594811719821064
haircare,SKU67,34.95,55,41.0,7.268188153048193,Unknown,3.9512437185814275,11,43,5,Carrier B,19.7,Supplier 1,Delhi,750,6,36.62,Pass,1.311,Road,Route A,348.68,Spring,1.0257179701984007
skincare,SKU13,81.65,59,36.0,7.986300905499933,Unknown,3.912023005428146,28,46,6,Carrier B,44.97,Supplier 2,Mumbai,656,14,11.45,Pending,4.1,Road,Route C,201.25,Spring,1.0322512147200549
skincare,SKU75,45.41,110,54.0,7.80512411560176,Female,4.709530201312334,29,6,4,Carrier E,17.99,Supplier 1,Mumbai,419,15,20.1,Fail,4.905,Rail,Route B,402.8,Summer,1.529032889818468
haircare,SKU54,13.01,136,134.0,7.464131539596279,Male,4.543294782270004,26,22,3,Carrier C,71.64,Supplier 3,Mumbai,128,5,32.37,Pass,1.078,Air,Route C,288.96,Summer,1.4673924027193694
skincare,SKU11,96.54,157,78.0,8.926799048113297,Female,4.787491742782046,19,16,7,Carrier B,38.92,Supplier 2,Delhi,431,13,45.68,Pass,1.206,Road,Route B,132.22,Spring,1.0493011235199623
skincare,SKU45,92.93,52,32.0,7.99791864245664,Male,2.995732273553991,10,38,4,Carrier E,42.58,Supplier 2,Delhi,119,17,20.58,Pass,1.859,Rail,Route B,432.7,Fall,1.192952368223145
skincare,SKU52,32.23,198,123.0,8.28533427136913,Male,4.290459441148391,22,49,5,Carrier C,85.41,Supplier 1,Bangalore,693,8,44.51,Fail,3.589,Air,Route B,258.01,Spring,0.8074808101296721
haircare,SKU36,12.22,93,65.0,6.6787194019630896,Non-binary,3.8066624897703196,19,41,4,Carrier D,37.7,Supplier 3,Bangalore,838,14,29.63,Pending,3.776,Rail,Route A,292.16,Summer,1.4011383579799386
haircare,SKU16,20.6,171,119.0,7.804822415888533,Non-binary,4.795790545596741,25,17,10,Carrier B,36.92,Supplier 2,Bangalore,880,14,14.36,Pending,3.673,Road,Route C,451.1,Summer,1.3158267853064565
haircare,SKU84,23.85,63,46.0,7.001336692603667,Female,2.995732273553991,8,28,3,Carrier D,45.98,Supplier 3,Mumbai,503,12,13.45,Pass,0.991,Rail,Route B,228.38,Summer,1.337717131532237
skincare,SKU44,64.43,46,38.0,7.803573879492272,Female,3.784189633918261,21,34,4,Carrier D,33.47,Supplier 1,Mumbai,866,6,17.95,Fail,3.613,Rail,Route C,366.73,Fall,1.0588354833437592
haircare,SKU48,36.25,77,68.0,7.81035268372429,Female,3.828641396489095,21,48,5,Carrier D,33.39,Supplier 3,Bangalore,517,8,24.37,Pass,0.002,Rail,Route A,432.74,Winter,1.414810018622052
skincare,SKU15,61.81,127,65.0,8.29870130431708,Male,3.044522437723423,21,30,5,Carrier E,20.61,Supplier 2,Bangalore,611,18,16.18,Pass,1.012,Rail,Route B,337.72,Summer,1.4421360776735337
haircare,SKU21,29.36,45,6.0,5.177053279054998,Female,2.70805020110221,25,25,9,Carrier B,18.02,Supplier 3,Delhi,194,19,16.93,Pass,1.366,Road,Route C,487.0,Fall,1.143190652261954
skincare,SKU83,49.28,194,74.0,8.201857593862488,Male,4.127134385045092,10,9,3,Carrier C,88.04,Supplier 1,Mumbai,287,6,22.89,Pass,1.885,Air,Route B,442.47,Summer,1.564647484416538
skincare,SKU37,72.09,14,12.0,6.763977283048668,Female,2.3978952727983707,30,7,1,Carrier C,23.7,Supplier 1,Delhi,153,10,46.47,Pass,1.134,Air,Route A,173.78,Fall,1.154449551938098
haircare,SKU98,25.66,148,124.0,8.065529158974993,Female,3.6109179126442243,19,5,9,Carrier A,48.33,Supplier 3,Delhi,174,11,40.53,Fail,4.357,Road,Route C,334.99,Winter,1.4357944161092668
haircare,SKU17,5.64,84,27.0,5.03226631422255,Male,4.248495242049359,20,34,8,Carrier B,6.0,Supplier 1,Bangalore,181,6,49.6,Pass,0.038,Road,Route A,422.9,Winter,1.2962589092689183
skincare,SKU64,85.92,169,106.0,9.116965518219695,Non-binary,4.875197323201151,9,40,1,Carrier C,24.17,Supplier 3,Bangalore,400,14,25.26,Pass,0.731,Air,Route A,428.67,Spring,1.064468651897946
skincare,SKU35,61.55,30,6.0,5.914313487919567,Non-binary,2.6390573296152584,12,20,4,Carrier D,12.32,Supplier 3,Bangalore,994,18,10.08,Pass,0.556,Rail,Route B,445.56,Winter,1.3306527933973225
skincare,SKU83,83.72,102,13.0,6.99334564681632,Non-binary,4.553876891600541,24,19,4,Carrier C,87.89,Supplier 1,Mumbai,899,9,38.26,Pass,0.372,Air,Route B,404.23,Fall,0.9000285387979949
haircare,SKU6,35.67,126,126.0,8.410814379693134,Male,4.663439094112067,11,49,3,Carrier E,46.76,Supplier 2,Bangalore,718,9,32.8,Pass,1.921,Rail,Route A,483.58,Summer,1.318107566359068
skincare,SKU32,24.67,181,172.0,8.353318048559087,Female,5.1647859739235145,13,18,4,Carrier C,19.74,Supplier 2,Delhi,266,16,19.62,Pending,3.998,Air,Route C,251.59,Spring,0.9574096424402064
skincare,SKU52,39.32,92,78.0,8.028768124592506,Unknown,3.4339872044851463,15,11,7,Carrier D,24.22,Supplier 2,Bangalore,795,5,44.86,Pending,2.529,Rail,Route C,436.43,Spring,1.0673327864731412
haircare,SKU55,47.08,131,96.0,8.416417703988818,Unknown,4.6443908991413725,18,27,5,Carrier C,55.86,Supplier 2,Delhi,334,18,35.97,Fail,4.992,Air,Route B,224.7,Summer,1.5275721567061802
haircare,SKU67,23.81,162,88.0,7.647919624305139,Male,4.890349128221754,25,19,5,Carrier D,38.71,Supplier 3,Bangalore,572,17,44.49,Fail,4.775,Rail,Route A,195.02,Summer,1.3515880578742971
haircare,SKU50,30.96,145,76.0,7.7638542953224094,Non-binary,4.382026634673881,15,46,1,Carrier C,54.31,Supplier 1,Bangalore,494,5,43.95,Pending,3.216,Air,Route C,277.31,Fall,1.1285009549706926
haircare,SKU76,36.1,132,91.0,8.097456730270501,Male,4.219507705176107,18,23,10,Carrier B,14.06,Supplier 1,Bangalore,983,15,26.64,Pass,1.027,Road,Route C,236.63,Spring,1.0458630588582032
haircare,SKU68,27.32,79,74.0,7.612178643736398,Non-binary,2.772588722239781,23,26,4,Carrier C,77.72,Supplier 2,Delhi,809,10,40.63,Pass,0.653,Air,Route A,216.88,Winter,1.2324481610741478
skincare,SKU34,46.47,152,21.0,6.884353582800518,Male,4.90527477843843,7,9,5,Carrier D,23.6,Supplier 2,Mumbai,511,10,12.31,Pass,1.09,Rail,Route C,167.47,Fall,0.9796926485382692
skincare,SKU52,47.09,55,53.0,7.822753175504698,Male,3.784189633918261,28,11,7,Carrier D,40.82,Supplier 2,Bangalore,724,11,37.8,Pass,0.684,Rail,Route B,280.99,Fall,0.9177490770126612
haircare,SKU63,30.65,187,120.0,8.210396255104774,Male,3.828641396489095,9,21,9,Carrier B,6.92,Supplier 3,Delhi,518,20,11.66,Pass,0.78,Road,Route B,187.27,Fall,1.0469111470151036
haircare,SKU83,23.58,124,50.0,7.07326971745971,Unknown,3.5553480614894135,30,7,7,Carrier E,42.29,Supplier 3,Mumbai,873,8,15.95,Pass,0.042,Rail,Route B,409.85,Summer,1.5449536984807728
haircare,SKU70,11.43,65,43.0,6.199474155837475,Male,3.9889840465642745,28,49,3,Carrier C,96.58,Supplier 2,Delhi,557,9,25.64,Fail,2.595,Air,Route C,270.13,Winter,1.3466638945314369
skincare,SKU14,21.63,103,50.0,6.987028459876645,Unknown,4.574710978503383,18,42,7,Carrier E,25.08,Supplier 2,Mumbai,257,6,41.56,Fail,4.614,Rail,Route A,332.26,Spring,0.96393892837709
haircare,SKU61,29.91,117,63.0,7.541858150872789,Female,3.332204510175204,21,25,5,Carrier D,8.11,Supplier 2,Mumbai,415,12,44.07,Pass,1.063,Rail,Route A,359.55,Fall,0.953426488395336
haircare,SKU64,34.1,198,23.0,6.666065810380829,Unknown,3.7612001156935624,13,44,10,Carrier B,20.8,Supplier 2,Mumbai,907,11,47.1,Pending,4.903,Road,Route A,215.22,Summer,1.5634448576434452
haircare,SKU53,30.61,78,66.0,7.611476358312597,Unknown,4.248495242049359,7,13,7,Carrier B,20.57,Supplier 1,Mumbai,161,11,30.06,Fail,3.032,Road,Route B,113.93,Fall,1.0009857405127176
skincare,SKU54,33.16,141,17.0,6.336330033087217,Non-binary,3.9318256327243257,17,17,4,Carrier D,46.62,Supplier 3,Bangalore,808,13,24.33,Pending,2.431,Rail,Route C,283.63,Winter,1.4684186996848234
skincare,SKU91,91.76,58,36.0,8.102998087543059,Female,3.9318256327243257,21,19,6,Carrier A,12.47,Supplier 2,Delhi,292,16,18.46,Fail,4.201,Road,Route A,266.9,Fall,1.119805409867726
haircare,SKU93,23.21,51,9.0,5.346583583957525,Female,3.6888794541139363,16,42,2,Carrier C,61.67,Supplier 1,Delhi,682,7,16.27,Fail,2.617,Air,Route C,421.64,Spring,1.0770204380872592
skincare,SKU56,48.52,60,7.0,5.830826201145169,Male,2.995732273553991,15,37,4,Carrier D,28.33,Supplier 3,Mumbai,403,20,48.7,Pass,1.439,Rail,Route A,428.73,Summer,1.5438030161039635
haircare,SKU66,17.97,94,84.0,7.320182760090277,Non-binary,3.2188758248682006,27,15,5,Carrier B,41.39,Supplier 2,Delhi,130,5,21.61,Pending,2.126,Road,Route A,317.54,Fall,0.9954769924464656
haircare,SKU88,38.82,144,76.0,7.990007806881673,Non-binary,4.672828834461906,29,36,4,Carrier C,10.57,Supplier 1,Delhi,447,7,48.78,Pending,2.696,Air,Route A,484.75,Winter,1.3528729241916724
haircare,SKU84,43.53,193,151.0,8.790882317645453,Male,5.062595033026967,18,13,7,Carrier A,7.47,Supplier 2,Delhi,765,11,18.61,Fail,3.95,Road,Route A,169.43,Winter,1.2939298680867302
skincare,SKU31,43.64,163,154.0,8.813075549433355,Unknown,4.143134726391533,25,7,9,Carrier A,24.57,Supplier 3,Mumbai,720,6,42.13,Pass,1.249,Road,Route A,173.13,Summer,1.300498822698134
haircare,SKU10,37.96,42,34.0,7.163668007744933,Unknown,3.5263605246161616,22,32,8,Carrier A,28.42,Supplier 2,Bangalore,386,9,14.04,Pending,2.199,Road,Route A,215.85,Fall,0.9850135959280972
skincare,SKU91,39.23,186,136.0,8.582284059981879,Female,5.0238805208462765,21,35,2,Carrier C,33.35,Supplier 3,Bangalore,321,13,28.26,Pending,3.35,Air,Route A,347.65,Summer,1.5012506355759303
haircare,SKU45,26.09,113,6.0,5.059679394275178,Non-binary,4.59511985013459,13,29,6,Carrier E,25.06,Supplier 1,Bangalore,589,20,42.49,Fail,3.678,Rail,Route C,153.96,Spring,0.964489412632116
haircare,SKU49,8.11,186,175.0,7.258588191437236,Unknown,5.0238805208462765,22,9,5,Carrier C,94.25,Supplier 3,Mumbai,970,7,38.22,Pending,4.106,Air,Route A,292.83,Fall,1.1176863751562138
haircare,SKU30,14.83,15,12.0,5.187162317181874,Unknown,2.772588722239781,29,3,6,Carrier B,40.89,Supplier 1,Mumbai,589,8,34.73,Fail,3.952,Road,Route C,127.9,Spring,1.0699968852166173
haircare,SKU45,23.21,132,118.0,7.91563290418774,Non-binary,4.74493212836325,18,42,5,Carrier C,37.5,Supplier 3,Mumbai,211,5,37.13,Pending,3.142,Air,Route C,192.38,Winter,1.249483411675625
haircare,SKU23,47.25,128,40.0,7.544861068658458,Non-binary,4.406719247264253,27,18,7,Carrier A,37.44,Supplier 3,Mumbai,595,7,48.4,Pending,2.851,Road,Route B,132.05,Summer,1.551576681963818
haircare,SKU93,39.19,165,62.0,7.795967472483399,Male,4.290459441148391,14,42,9,Carrier A,10.07,Supplier 3,Delhi,627,14,47.52,Pending,4.622,Road,Route C,475.66,Summer,1.5905947258076418
skincare,SKU23,86.18,20,9.0,6.6549511702495,Non-binary,2.995732273553991,26,8,6,Carrier E,23.42,Supplier 1,Bangalore,863,15,45.81,Pass,0.338,Rail,Route C,373.22,Winter,1.42459657947296
skincare,SKU69,91.0,108,86.0,8.965334573804839,Female,3.8066624897703196,12,14,9,Carrier B,25.16,Supplier 2,Delhi,859,16,16.37,Pass,0.571,Road,Route A,242.91,Summer,1.540864162804446
haircare,SKU60,41.9,11,4.0,5.127529045567755,Male,2.4849066497880004,28,5,1,Carrier C,89.34,Supplier 3,Mumbai,752,7,41.84,Pending,2.273,Air,Route A,338.23,Spring,0.8549543688547696
haircare,SKU63,5.38,50,18.0,4.583333491378917,Non-binary,3.044522437723423,9,13,6,Carrier A,39.3,Supplier 1,Mumbai,697,5,26.5,Pending,4.733,Road,Route C,283.6,Spring,1.0128438092877707
haircare,SKU41,49.4,177,21.0,6.945436345949826,Non-binary,4.343805421853684,19,20,10,Carrier A,32.63,Supplier 1,Bangalore,173,9,34.61,Fail,3.463,Road,Route B,472.29,Fall,0.9207482681248366
skincare,SKU86,59.2,88,10.0,6.385194398997726,Unknown,2.6390573296152584,12,24,3,Carrier C,40.63,Supplier 2,Delhi,984,14,49.32,Pending,2.411,Air,Route B,412.12,Fall,1.0067150050560492
haircare,SKU79,36.57,180,126.0,8.435727137933146,Male,3.367295829986474,14,10,4,Carrier C,97.94,Supplier 3,Bangalore,726,7,22.25,Pass,1.31,Air,Route A,131.41,Summer,1.598719279416323
haircare,SKU97,43.04,41,40.0,7.451590056355073,Female,3.1354942159291497,29,35,5,Carrier A,36.55,Supplier 1,Delhi,581,7,14.41,Pass,1.212,Road,Route C,155.88,Summer,1.4203409677820045
skincare,SKU20,48.91,70,39.0,7.554067632454502,Male,4.23410650459726,25,26,1,Carrier C,14.2,Supplier 2,Mumbai,275,12,35.31,Pending,4.226,Air,Route C,496.41,Summer,1.420263755380966
haircare,SKU100,23.41,108,102.0,7.778554799154432,Non-binary,3.8501476017100584,21,49,7,Carrier A,7.25,Supplier 1,Bangalore,105,14,36.34,Pass,1.611,Road,Route C,202.71,Fall,1.0403975467092978
skincare,SKU37,47.05,80,17.0,6.685673663614305,Male,2.4849066497880004,28,44,9,Carrier B,38.86,Supplier 2,Bangalore,281,14,46.59,Pass,0.728,Road,Route A,120.9,Summer,1.486437201757598
haircare,SKU43,36.7,148,126.0,8.439274892254806,Male,4.127134385045092,16,2,5,Carrier E,8.48,Supplier 2,Bangalore,575,9,48.3,Fail,4.353,Rail,Route B,237.09,Spring,0.8554659544187581
haircare,SKU31,38.93,63,35.0,7.217846871947003,Non-binary,2.995732273553991,19,19,10,Carrier A,39.37,Supplier 1,Bangalore,633,19,16.62,Pass,1.173,Road,Route C,440.46,Winter,1.4764446368591984
haircare,SKU25,18.03,179,124.0,7.712765786020782,Non-binary,4.382026634673881,21,50,7,Carrier D,27.7,Supplier 2,Delhi,878,17,13.08,Pending,3.125,Rail,Route A,498.12,Summer,1.528648134928022
skincare,SKU56,81.79,74,35.0,7.959852313908778,Unknown,3.9512437185814275,12,43,5,Carrier D,33.07,Supplier 3,Delhi,174,10,47.31,Pending,2.34,Rail,Route A,380.01,Fall,0.9322388897237438
haircare,SKU44,48.03,111,12.0,6.358465988764018,Female,3.912023005428146,29,29,3,Carrier E,31.67,Supplier 1,Mumbai,877,15,30.43,Pending,2.571,Rail,Route C,302.68,Winter,1.3646505817912284
haircare,SKU0,26.29,127,106.0,7.932986510716806,Male,4.762173934797756,7,33,1,Carrier C,42.31,Supplier 2,Mumbai,266,11,11.72,Pending,2.846,Air,Route A,202.03,Spring,0.8048584854530997
skincare,SKU8,38.37,160,111.0,8.357040871053297,Non-binary,4.290459441148391,25,1,6,Carrier D,8.81,Supplier 2,Mumbai,582,8,41.73,Fail,2.144,Rail,Route C,289.61,Spring,1.0400197962636135
haircare,SKU22,36.42,125,35.0,7.151250326544244,Non-binary,3.5553480614894135,27,38,7,Carrier B,10.89,Supplier 2,Mumbai,255,14,25.81,Pass,0.8,Road,Route A,109.1,Spring,1.0936763215289405
skincare,SKU40,68.07,186,185.0,9.217922868034115,Female,3.8918202981106265,27,34,2,Carrier C,46.13,Supplier 3,Mumbai,790,7,16.58,Pending,2.26,Air,Route B,138.0,Fall,1.1044756859876677
skincare,SKU67,22.15,102,100.0,7.703459047867175,Female,3.4965075614664802,19,22,9,Carrier B,29.51,Supplier 1,Mumbai,282,8,49.08,Pass,0.365,Road,Route A,483.45,Summer,1.5086058631219683
haircare,SKU75,19.05,18,6.0,4.747537427275013,Non-binary,2.5649493574615367,15,16,5,Carrier E,43.25,Supplier 1,Delhi,423,8,42.62,Pending,3.449,Rail,Route A,127.74,Fall,0.9504275252615086
haircare,SKU16,31.7,110,71.0,7.719440765465614,Non-binary,4.653960350157523,13,43,1,Carrier C,37.66,Supplier 3,Delhi,589,19,48.84,Pass,1.416,Air,Route C,492.44,Spring,1.043571431445342
skincare,SKU45,49.28,149,140.0,8.839305675672525,Male,4.663439094112067,25,41,5,Carrier C,93.79,Supplier 2,Delhi,868,10,35.42,Pending,3.358,Air,Route A,430.15,Spring,0.9861682879459094
haircare,SKU38,37.05,148,65.0,7.787070774731397,Unknown,4.330733340286331,24,16,4,Carrier C,33.58,Supplier 3,Mumbai,661,17,49.1,Pending,2.43,Air,Route C,108.31,Spring,1.062349269412628
haircare,SKU18,28.49,137,48.0,7.221485142915411,Non-binary,4.727387818712341,27,14,7,Carrier B,33.75,Supplier 1,Delhi,859,17,34.69,Fail,4.232,Road,Route A,319.22,Spring,0.8818335773222967
haircare,SKU79,46.88,101,52.0,7.799244992390216,Male,4.624972813284271,7,15,5,Carrier B,39.62,Supplier 2,Mumbai,844,11,16.35,Fail,3.398,Road,Route A,347.89,Winter,1.3207000778316476
skincare,SKU81,26.49,92,49.0,7.169357714870376,Female,2.4849066497880004,26,36,4,Carrier C,94.29,Supplier 3,Mumbai,305,14,47.5,Pending,3.681,Air,Route A,267.42,Spring,1.0112173001356806
